Case ID,Activity,Timestamp,Person,Product,Customer,Location
15,Unknown Task,2024-01-22 17:48:07,Julia Schneider,Product B,Firma 5,Standort D
15,Ware zusammenstellen,2024-01-22 17:50:07,Niklas Weber,Product C,Firma 3,Standort C
15,Unknown Task,2024-01-22 18:01:07,Niklas Weber,Product A,Firma 3,Standort C
15,Bescheinigung dazulegen,2024-01-22 18:13:07,Max Mueller,Product B,Firma 5,Standort E
15,Unknown Task,2024-01-22 18:20:07,Anna Schmidt,Product D,Firma 1,Standort D
15,Ware verpacken,2024-01-22 18:36:07,Julia Schneider,Product B,Firma 1,Standort C
15,Unknown Task,2024-01-22 18:43:07,Anna Schmidt,Product D,Firma 5,Standort B
15,Anzahl der Ware prüfen,2024-01-22 19:09:07,Emma Hoffmann,Product C,Firma 5,Standort C
15,Unknown Task,2024-01-22 19:30:07,Mia Fischer,Product A,Firma 5,Standort A
15,Unknown Task,2024-01-22 19:51:07,Max Mueller,Product A,Firma 5,Standort E
15,Unknown Task,2024-01-22 19:57:07,Leon Zimmermann,Product A,Firma 3,Standort E
15,"Informationen an 
Transporteur übermitteln",2024-01-22 20:07:07,Julia Schneider,Product E,Firma 1,Standort B
15,Paket an Transporteur übergeben,2024-01-22 20:26:07,Niklas Weber,Product B,Firma 3,Standort A
15,Bestellstatus im System ändern,2024-01-22 20:39:07,Mia Fischer,Product B,Firma 1,Standort A
15,Unknown Task,2024-01-22 21:09:07,Julia Schneider,Product A,Firma 3,Standort D
16,Unknown Task,2024-01-22 14:45:07,Niklas Weber,Product C,Firma 4,Standort D
16,Bestellung in System eintragen,2024-01-22 14:53:07,Max Mueller,Product E,Firma 3,Standort E
16,Lagerbestand überprüfen,2024-01-22 15:07:07,Leon Zimmermann,Product E,Firma 1,Standort C
16,Unknown Task,2024-01-22 15:30:07,Anna Schmidt,Product A,Firma 1,Standort C
16,Ware bestellen,2024-01-22 15:53:07,Julia Schneider,Product C,Firma 3,Standort B
16,Information an Kunde verschicken,2024-01-22 15:58:07,Anna Schmidt,Product C,Firma 3,Standort D
16,Unknown Task,2024-01-22 16:01:07,Niklas Weber,Product B,Firma 4,Standort C
16,Unknown Task,2024-01-22 16:24:07,Max Mueller,Product E,Firma 3,Standort D
16,Ware bestellen,2024-01-22 16:32:07,Lukas Wagner,Product D,Firma 3,Standort E
16,Information an Kunde verschicken,2024-01-22 16:36:07,Emma Hoffmann,Product E,Firma 1,Standort A
16,Unknown Task,2024-01-22 17:03:07,Leon Zimmermann,Product D,Firma 1,Standort D
16,Unknown Task,2024-01-22 17:08:07,Felix Schroeder,Product B,Firma 5,Standort D
16,Auftragsabwicklung im System starten,2024-01-22 17:33:07,Lukas Wagner,Product E,Firma 4,Standort E
16,Unknown Task,2024-01-22 17:57:07,Niklas Weber,Product C,Firma 1,Standort D
16,Ware zusammenstellen,2024-01-22 18:09:07,Mia Fischer,Product D,Firma 5,Standort B
16,Unknown Task,2024-01-22 18:33:07,Max Mueller,Product D,Firma 2,Standort A
16,Unknown Task,2024-01-22 18:34:07,Mia Fischer,Product B,Firma 5,Standort D
16,Ware verpacken,2024-01-22 19:00:07,Sophia Bauer,Product E,Firma 2,Standort A
16,Unknown Task,2024-01-22 19:04:07,Max Mueller,Product A,Firma 5,Standort C
16,Verpackung prüfen,2024-01-22 19:08:07,Felix Schroeder,Product E,Firma 3,Standort C
16,Unknown Task,2024-01-22 19:12:07,Felix Schroeder,Product A,Firma 4,Standort A
16,Unknown Task,2024-01-22 19:41:07,Leon Zimmermann,Product A,Firma 1,Standort E
16,Unknown Task,2024-01-22 19:57:07,Julia Schneider,Product C,Firma 5,Standort C
16,Paket zur Warenausgabe bringen,2024-01-22 20:25:07,Max Mueller,Product A,Firma 1,Standort A
16,Paket an Kunde übergeben,2024-01-22 20:30:07,Felix Schroeder,Product A,Firma 5,Standort E
16,Bestellstatus im System ändern,2024-01-22 20:40:07,Mia Fischer,Product B,Firma 4,Standort E
16,Unknown Task,2024-01-22 20:51:07,Lukas Wagner,Product C,Firma 4,Standort B
17,Bestellstatus im System ändern,2024-01-22 14:45:07,Leon Zimmermann,Product C,Firma 1,Standort D
17,Unknown Task,2024-01-22 15:00:07,Lukas Wagner,Product C,Firma 1,Standort A
18,Unknown Task,2024-01-22 14:45:07,Lukas Wagner,Product C,Firma 2,Standort C
18,Unknown Task,2024-01-22 15:11:07,Mia Fischer,Product D,Firma 3,Standort C
18,Fehlende Daten raussuchen,2024-01-22 15:27:07,Emma Hoffmann,Product D,Firma 5,Standort D
18,Kunden anschreiben,2024-01-22 15:35:07,Leon Zimmermann,Product B,Firma 1,Standort B
18,Unknown Task,2024-01-22 15:59:07,Emma Hoffmann,Product C,Firma 2,Standort C
18,Unknown Task,2024-01-22 16:25:07,Anna Schmidt,Product B,Firma 4,Standort E
18,Unknown Task,2024-01-22 16:29:07,Julia Schneider,Product B,Firma 1,Standort A
18,Bestellung in System eintragen,2024-01-22 16:40:07,Max Mueller,Product B,Firma 3,Standort E
18,Lagerbestand überprüfen,2024-01-22 16:58:07,Mia Fischer,Product B,Firma 4,Standort A
18,Unknown Task,2024-01-22 17:05:07,Mia Fischer,Product C,Firma 3,Standort A
18,Ware bestellen,2024-01-22 17:09:07,Anna Schmidt,Product E,Firma 5,Standort B
18,Information an Kunde verschicken,2024-01-22 17:13:07,Leon Zimmermann,Product D,Firma 2,Standort C
18,Unknown Task,2024-01-22 17:23:07,Anna Schmidt,Product C,Firma 1,Standort B
18,Unknown Task,2024-01-22 17:34:07,Sophia Bauer,Product A,Firma 2,Standort D
18,Auftragsabwicklung im System starten,2024-01-22 17:59:07,Niklas Weber,Product A,Firma 4,Standort C
18,Unknown Task,2024-01-22 18:11:07,Lukas Wagner,Product C,Firma 3,Standort E
18,Ware zusammenstellen,2024-01-22 18:15:07,Leon Zimmermann,Product A,Firma 5,Standort E
18,Unknown Task,2024-01-22 18:45:07,Julia Schneider,Product B,Firma 1,Standort D
18,Bescheinigung dazulegen,2024-01-22 19:12:07,Anna Schmidt,Product A,Firma 4,Standort B
18,Unknown Task,2024-01-22 19:30:07,Emma Hoffmann,Product B,Firma 1,Standort A
18,Ware verpacken,2024-01-22 19:51:07,Lukas Wagner,Product C,Firma 3,Standort B
18,Unknown Task,2024-01-22 20:16:07,Lukas Wagner,Product C,Firma 1,Standort D
18,Verpackung prüfen,2024-01-22 20:44:07,Julia Schneider,Product A,Firma 5,Standort A
18,Unknown Task,2024-01-22 20:50:07,Lukas Wagner,Product B,Firma 5,Standort C
18,Unknown Task,2024-01-22 21:06:07,Mia Fischer,Product C,Firma 4,Standort A
18,Unknown Task,2024-01-22 21:33:07,Sophia Bauer,Product A,Firma 1,Standort D
18,Paket zur Warenausgabe bringen,2024-01-22 22:01:07,Lukas Wagner,Product B,Firma 2,Standort B
18,Paket an Kunde übergeben,2024-01-22 22:22:07,Sophia Bauer,Product B,Firma 1,Standort D
18,Bestellstatus im System ändern,2024-01-22 22:41:07,Sophia Bauer,Product E,Firma 5,Standort A
18,Unknown Task,2024-01-22 22:43:07,Niklas Weber,Product C,Firma 4,Standort E
19,Kunden anschreiben,2024-01-22 14:45:07,Julia Schneider,Product B,Firma 4,Standort A
19,Unknown Task,2024-01-22 15:15:07,Leon Zimmermann,Product E,Firma 1,Standort C
19,Unknown Task,2024-01-22 15:16:07,Mia Fischer,Product B,Firma 3,Standort C
19,Fehlende Daten raussuchen,2024-01-22 15:32:07,Anna Schmidt,Product D,Firma 3,Standort A
19,Kunden anschreiben,2024-01-22 15:53:07,Max Mueller,Product B,Firma 3,Standort D
19,Unknown Task,2024-01-22 15:56:07,Anna Schmidt,Product C,Firma 2,Standort B
19,Unknown Task,2024-01-22 16:19:07,Sophia Bauer,Product A,Firma 1,Standort A
19,Fehlende Daten raussuchen,2024-01-22 16:35:07,Julia Schneider,Product E,Firma 2,Standort B
19,Kunden anschreiben,2024-01-22 17:03:07,Leon Zimmermann,Product B,Firma 5,Standort D
19,Unknown Task,2024-01-22 17:12:07,Felix Schroeder,Product A,Firma 1,Standort E
19,Unknown Task,2024-01-22 17:42:07,Niklas Weber,Product D,Firma 2,Standort C
19,Fehlende Daten raussuchen,2024-01-22 17:52:07,Sophia Bauer,Product C,Firma 1,Standort C
19,Kunden anschreiben,2024-01-22 18:22:07,Niklas Weber,Product C,Firma 4,Standort B
19,Unknown Task,2024-01-22 18:41:07,Emma Hoffmann,Product E,Firma 4,Standort A
19,Unknown Task,2024-01-22 18:59:07,Anna Schmidt,Product E,Firma 3,Standort A
19,Unknown Task,2024-01-22 19:20:07,Sophia Bauer,Product A,Firma 4,Standort C
19,Bestellung in System eintragen,2024-01-22 19:50:07,Lukas Wagner,Product E,Firma 3,Standort D
19,Lagerbestand überprüfen,2024-01-22 20:03:07,Emma Hoffmann,Product E,Firma 1,Standort B
19,Unknown Task,2024-01-22 20:04:07,Sophia Bauer,Product C,Firma 3,Standort A
19,Ware bestellen,2024-01-22 20:24:07,Emma Hoffmann,Product A,Firma 2,Standort A
19,Information an Kunde verschicken,2024-01-22 20:41:07,Leon Zimmermann,Product C,Firma 3,Standort E
19,Unknown Task,2024-01-22 20:59:07,Emma Hoffmann,Product D,Firma 4,Standort B
19,Unknown Task,2024-01-22 21:05:07,Felix Schroeder,Product A,Firma 1,Standort C
19,Ware bestellen,2024-01-22 21:29:07,Mia Fischer,Product A,Firma 1,Standort C
19,Information an Kunde verschicken,2024-01-22 21:45:07,Anna Schmidt,Product D,Firma 3,Standort E
19,Unknown Task,2024-01-22 21:46:07,Mia Fischer,Product B,Firma 2,Standort E
19,Unknown Task,2024-01-22 22:13:07,Leon Zimmermann,Product A,Firma 2,Standort E
19,Auftragsabwicklung im System starten,2024-01-22 22:21:07,Max Mueller,Product B,Firma 4,Standort A
19,Unknown Task,2024-01-22 22:24:07,Leon Zimmermann,Product D,Firma 2,Standort D
19,Ware zusammenstellen,2024-01-22 22:28:07,Niklas Weber,Product C,Firma 5,Standort B
19,Unknown Task,2024-01-22 22:30:07,Sophia Bauer,Product D,Firma 4,Standort C
19,Bescheinigung dazulegen,2024-01-22 22:32:07,Anna Schmidt,Product C,Firma 5,Standort E
19,Unknown Task,2024-01-22 22:39:07,Max Mueller,Product A,Firma 2,Standort D
19,Ware verpacken,2024-01-22 23:02:07,Mia Fischer,Product B,Firma 4,Standort C
19,Unknown Task,2024-01-22 23:19:07,Julia Schneider,Product D,Firma 1,Standort C
19,Gewicht ptüfen,2024-01-22 23:40:07,Max Mueller,Product A,Firma 5,Standort A
19,Unknown Task,2024-01-23 00:05:07,Lukas Wagner,Product B,Firma 3,Standort D
19,Unknown Task,2024-01-23 00:16:07,Felix Schroeder,Product C,Firma 3,Standort A
19,Fehler im System eintragen,2024-01-23 00:35:07,Emma Hoffmann,Product D,Firma 4,Standort A
19,Lager informieren,2024-01-23 01:05:07,Max Mueller,Product D,Firma 5,Standort E
19,Unknown Task,2024-01-23 01:31:07,Felix Schroeder,Product A,Firma 4,Standort A
19,Ware zusammenstellen,2024-01-23 01:55:07,Mia Fischer,Product A,Firma 1,Standort C
19,Unknown Task,2024-01-23 02:22:07,Felix Schroeder,Product C,Firma 4,Standort D
19,Bescheinigung dazulegen,2024-01-23 02:32:07,Niklas Weber,Product B,Firma 4,Standort C
19,Unknown Task,2024-01-23 03:02:07,Anna Schmidt,Product E,Firma 5,Standort E
19,Ware verpacken,2024-01-23 03:12:07,Sophia Bauer,Product A,Firma 3,Standort D
19,Unknown Task,2024-01-23 03:18:07,Mia Fischer,Product A,Firma 1,Standort B
19,Anzahl der Ware prüfen,2024-01-23 03:43:07,Anna Schmidt,Product B,Firma 4,Standort C
19,Unknown Task,2024-01-23 04:07:07,Max Mueller,Product E,Firma 3,Standort D
19,Unknown Task,2024-01-23 04:10:07,Mia Fischer,Product B,Firma 5,Standort D
19,Unknown Task,2024-01-23 04:36:07,Mia Fischer,Product E,Firma 2,Standort D
19,Paket zur Warenausgabe bringen,2024-01-23 04:37:07,Leon Zimmermann,Product C,Firma 5,Standort E
19,Paket an Kunde übergeben,2024-01-23 04:50:07,Leon Zimmermann,Product C,Firma 1,Standort A
19,Bestellstatus im System ändern,2024-01-23 05:18:07,Max Mueller,Product B,Firma 4,Standort C
19,Unknown Task,2024-01-23 05:33:07,Leon Zimmermann,Product C,Firma 2,Standort C
20,Bestellstatus im System ändern,2024-01-22 14:45:07,Felix Schroeder,Product B,Firma 2,Standort D
20,Unknown Task,2024-01-22 14:48:07,Max Mueller,Product D,Firma 2,Standort E
21,Information an Kunde verschicken,2024-01-22 14:45:07,Emma Hoffmann,Product B,Firma 3,Standort B
21,Unknown Task,2024-01-22 14:54:07,Sophia Bauer,Product A,Firma 4,Standort E
21,Unknown Task,2024-01-22 14:55:07,Mia Fischer,Product A,Firma 3,Standort D
21,Auftragsabwicklung im System starten,2024-01-22 15:08:07,Leon Zimmermann,Product D,Firma 1,Standort B
21,Unknown Task,2024-01-22 15:20:07,Niklas Weber,Product A,Firma 2,Standort A
21,Ware zusammenstellen,2024-01-22 15:46:07,Sophia Bauer,Product E,Firma 2,Standort C
21,Unknown Task,2024-01-22 16:08:07,Max Mueller,Product D,Firma 5,Standort D
21,Bescheinigung dazulegen,2024-01-22 16:29:07,Leon Zimmermann,Product A,Firma 5,Standort A
21,Unknown Task,2024-01-22 16:31:07,Emma Hoffmann,Product A,Firma 4,Standort E
21,Ware verpacken,2024-01-22 16:56:07,Niklas Weber,Product E,Firma 2,Standort C
21,Unknown Task,2024-01-22 17:24:07,Leon Zimmermann,Product D,Firma 3,Standort B
21,Anzahl der Ware prüfen,2024-01-22 17:34:07,Mia Fischer,Product C,Firma 3,Standort E
21,Unknown Task,2024-01-22 17:38:07,Niklas Weber,Product D,Firma 5,Standort E
21,Unknown Task,2024-01-22 17:55:07,Niklas Weber,Product C,Firma 2,Standort C
21,Fehler im System eintragen,2024-01-22 17:59:07,Anna Schmidt,Product C,Firma 2,Standort D
21,Lager informieren,2024-01-22 18:04:07,Sophia Bauer,Product D,Firma 3,Standort E
21,Unknown Task,2024-01-22 18:22:07,Mia Fischer,Product D,Firma 2,Standort A
21,Ware zusammenstellen,2024-01-22 18:27:07,Felix Schroeder,Product A,Firma 5,Standort D
21,Unknown Task,2024-01-22 18:42:07,Felix Schroeder,Product D,Firma 2,Standort D
21,Unknown Task,2024-01-22 19:02:07,Lukas Wagner,Product A,Firma 3,Standort E
21,Ware verpacken,2024-01-22 19:30:07,Julia Schneider,Product C,Firma 3,Standort A
21,Unknown Task,2024-01-22 19:59:07,Felix Schroeder,Product A,Firma 5,Standort C
21,Gewicht ptüfen,2024-01-22 20:16:07,Anna Schmidt,Product D,Firma 1,Standort B
21,Unknown Task,2024-01-22 20:17:07,Julia Schneider,Product E,Firma 5,Standort B
21,Unknown Task,2024-01-22 20:46:07,Max Mueller,Product E,Firma 5,Standort A
21,Unknown Task,2024-01-22 20:51:07,Emma Hoffmann,Product A,Firma 3,Standort A
21,Paket zur Warenausgabe bringen,2024-01-22 20:55:07,Julia Schneider,Product B,Firma 2,Standort E
21,Paket an Kunde übergeben,2024-01-22 21:02:07,Emma Hoffmann,Product B,Firma 3,Standort A
21,Bestellstatus im System ändern,2024-01-22 21:28:07,Niklas Weber,Product C,Firma 4,Standort E
21,Unknown Task,2024-01-22 21:31:07,Emma Hoffmann,Product B,Firma 1,Standort A
22,Lagerbestand überprüfen,2024-01-22 14:45:07,Julia Schneider,Product D,Firma 2,Standort B
22,Unknown Task,2024-01-22 15:11:07,Niklas Weber,Product E,Firma 3,Standort D
22,Auftragsabwicklung im System starten,2024-01-22 15:19:07,Emma Hoffmann,Product B,Firma 3,Standort B
22,Unknown Task,2024-01-22 15:31:07,Max Mueller,Product B,Firma 2,Standort B
22,Ware zusammenstellen,2024-01-22 15:49:07,Leon Zimmermann,Product B,Firma 4,Standort C
22,Unknown Task,2024-01-22 16:05:07,Niklas Weber,Product B,Firma 1,Standort B
22,Unknown Task,2024-01-22 16:35:07,Max Mueller,Product A,Firma 2,Standort A
22,Ware verpacken,2024-01-22 16:53:07,Anna Schmidt,Product C,Firma 1,Standort E
22,Unknown Task,2024-01-22 16:54:07,Niklas Weber,Product A,Firma 5,Standort A
22,Verpackung prüfen,2024-01-22 17:16:07,Leon Zimmermann,Product E,Firma 4,Standort A
22,Unknown Task,2024-01-22 17:31:07,Julia Schneider,Product E,Firma 1,Standort B
22,Unknown Task,2024-01-22 17:51:07,Anna Schmidt,Product D,Firma 1,Standort A
22,Unknown Task,2024-01-22 17:58:07,Felix Schroeder,Product B,Firma 1,Standort C
22,"Informationen an 
Transporteur übermitteln",2024-01-22 17:59:07,Julia Schneider,Product A,Firma 5,Standort C
22,Paket an Transporteur übergeben,2024-01-22 18:07:07,Lukas Wagner,Product D,Firma 1,Standort C
22,Bestellstatus im System ändern,2024-01-22 18:09:07,Sophia Bauer,Product C,Firma 1,Standort A
22,Unknown Task,2024-01-22 18:30:07,Anna Schmidt,Product B,Firma 1,Standort B
23,Unknown Task,2024-01-22 14:45:07,Felix Schroeder,Product D,Firma 2,Standort E
23,Unknown Task,2024-01-22 15:01:07,Anna Schmidt,Product B,Firma 3,Standort D
23,Auftragsabwicklung im System starten,2024-01-22 15:20:07,Leon Zimmermann,Product E,Firma 3,Standort B
23,Unknown Task,2024-01-22 15:35:07,Felix Schroeder,Product E,Firma 1,Standort C
23,Ware zusammenstellen,2024-01-22 15:55:07,Julia Schneider,Product C,Firma 1,Standort A
23,Unknown Task,2024-01-22 16:18:07,Sophia Bauer,Product D,Firma 2,Standort C
23,Unknown Task,2024-01-22 16:33:07,Felix Schroeder,Product C,Firma 3,Standort D
23,Ware verpacken,2024-01-22 16:39:07,Lukas Wagner,Product A,Firma 5,Standort A
23,Unknown Task,2024-01-22 16:54:07,Max Mueller,Product C,Firma 3,Standort A
23,Gewicht ptüfen,2024-01-22 16:59:07,Emma Hoffmann,Product E,Firma 3,Standort A
23,Unknown Task,2024-01-22 17:28:07,Julia Schneider,Product D,Firma 3,Standort A
23,Unknown Task,2024-01-22 17:56:07,Lukas Wagner,Product A,Firma 5,Standort A
23,Unknown Task,2024-01-22 18:08:07,Lukas Wagner,Product C,Firma 2,Standort B
23,Paket zur Warenausgabe bringen,2024-01-22 18:13:07,Felix Schroeder,Product B,Firma 4,Standort C
23,Paket an Kunde übergeben,2024-01-22 18:40:07,Max Mueller,Product B,Firma 1,Standort B
23,Bestellstatus im System ändern,2024-01-22 18:41:07,Lukas Wagner,Product A,Firma 5,Standort B
23,Unknown Task,2024-01-22 18:43:07,Sophia Bauer,Product D,Firma 3,Standort C
24,Unknown Task,2024-01-22 14:45:07,Felix Schroeder,Product D,Firma 5,Standort D
24,Unknown Task,2024-01-22 14:59:07,Niklas Weber,Product E,Firma 2,Standort B
24,Bestellung in System eintragen,2024-01-22 15:07:07,Leon Zimmermann,Product C,Firma 2,Standort E
24,Lagerbestand überprüfen,2024-01-22 15:28:07,Leon Zimmermann,Product B,Firma 4,Standort B
24,Unknown Task,2024-01-22 15:39:07,Emma Hoffmann,Product C,Firma 1,Standort B
24,Auftragsabwicklung im System starten,2024-01-22 16:02:07,Anna Schmidt,Product D,Firma 4,Standort A
24,Unknown Task,2024-01-22 16:25:07,Felix Schroeder,Product C,Firma 4,Standort E
24,Ware zusammenstellen,2024-01-22 16:42:07,Max Mueller,Product A,Firma 1,Standort E
24,Unknown Task,2024-01-22 16:48:07,Max Mueller,Product A,Firma 2,Standort A
24,Unknown Task,2024-01-22 17:03:07,Leon Zimmermann,Product D,Firma 3,Standort D
24,Ware verpacken,2024-01-22 17:32:07,Sophia Bauer,Product C,Firma 3,Standort B
24,Unknown Task,2024-01-22 18:02:07,Mia Fischer,Product B,Firma 2,Standort B
24,Anzahl der Ware prüfen,2024-01-22 18:28:07,Mia Fischer,Product A,Firma 4,Standort D
24,Unknown Task,2024-01-22 18:33:07,Niklas Weber,Product A,Firma 1,Standort B
24,Unknown Task,2024-01-22 18:47:07,Leon Zimmermann,Product D,Firma 2,Standort A
24,Fehler im System eintragen,2024-01-22 19:03:07,Niklas Weber,Product B,Firma 4,Standort C
24,Lager informieren,2024-01-22 19:28:07,Sophia Bauer,Product D,Firma 4,Standort E
24,Unknown Task,2024-01-22 19:32:07,Leon Zimmermann,Product B,Firma 3,Standort A
24,Ware zusammenstellen,2024-01-22 19:52:07,Anna Schmidt,Product E,Firma 3,Standort E
24,Unknown Task,2024-01-22 20:18:07,Leon Zimmermann,Product E,Firma 3,Standort B
24,Unknown Task,2024-01-22 20:42:07,Felix Schroeder,Product A,Firma 3,Standort C
24,Ware verpacken,2024-01-22 20:47:07,Lukas Wagner,Product B,Firma 2,Standort D
24,Unknown Task,2024-01-22 21:11:07,Mia Fischer,Product A,Firma 4,Standort E
24,Verpackung prüfen,2024-01-22 21:13:07,Emma Hoffmann,Product B,Firma 3,Standort D
24,Unknown Task,2024-01-22 21:19:07,Max Mueller,Product E,Firma 4,Standort E
24,Unknown Task,2024-01-22 21:26:07,Max Mueller,Product E,Firma 2,Standort B
24,Unknown Task,2024-01-22 21:33:07,Niklas Weber,Product A,Firma 2,Standort D
24,Paket zur Warenausgabe bringen,2024-01-22 21:52:07,Sophia Bauer,Product D,Firma 3,Standort E
24,Paket an Kunde übergeben,2024-01-22 22:16:07,Anna Schmidt,Product E,Firma 1,Standort E
24,Bestellstatus im System ändern,2024-01-22 22:44:07,Anna Schmidt,Product E,Firma 1,Standort A
24,Unknown Task,2024-01-22 22:45:07,Mia Fischer,Product C,Firma 2,Standort E
25,Unknown Task,2024-01-22 14:45:07,Niklas Weber,Product B,Firma 5,Standort B
25,Ware bestellen,2024-01-22 14:52:07,Emma Hoffmann,Product B,Firma 1,Standort B
25,Information an Kunde verschicken,2024-01-22 15:05:07,Mia Fischer,Product A,Firma 4,Standort B
25,Unknown Task,2024-01-22 15:16:07,Anna Schmidt,Product C,Firma 2,Standort D
25,Unknown Task,2024-01-22 15:17:07,Mia Fischer,Product D,Firma 5,Standort B
25,Ware bestellen,2024-01-22 15:43:07,Sophia Bauer,Product E,Firma 5,Standort E
25,Information an Kunde verschicken,2024-01-22 15:48:07,Sophia Bauer,Product D,Firma 5,Standort E
25,Unknown Task,2024-01-22 16:06:07,Sophia Bauer,Product C,Firma 1,Standort B
25,Unknown Task,2024-01-22 16:12:07,Mia Fischer,Product E,Firma 4,Standort B
25,Auftragsabwicklung im System starten,2024-01-22 16:38:07,Leon Zimmermann,Product C,Firma 4,Standort B
25,Unknown Task,2024-01-22 16:54:07,Sophia Bauer,Product B,Firma 1,Standort E
25,Ware zusammenstellen,2024-01-22 17:08:07,Felix Schroeder,Product B,Firma 2,Standort E
25,Unknown Task,2024-01-22 17:26:07,Anna Schmidt,Product A,Firma 4,Standort E
25,Unknown Task,2024-01-22 17:48:07,Julia Schneider,Product C,Firma 1,Standort E
25,Ware verpacken,2024-01-22 17:59:07,Anna Schmidt,Product E,Firma 3,Standort E
25,Unknown Task,2024-01-22 18:25:07,Max Mueller,Product B,Firma 4,Standort C
25,Anzahl der Ware prüfen,2024-01-22 18:29:07,Mia Fischer,Product B,Firma 4,Standort C
25,Unknown Task,2024-01-22 18:59:07,Julia Schneider,Product D,Firma 3,Standort E
25,Unknown Task,2024-01-22 19:04:07,Niklas Weber,Product C,Firma 2,Standort B
25,Unknown Task,2024-01-22 19:30:07,Lukas Wagner,Product A,Firma 1,Standort C
25,"Informationen an 
Transporteur übermitteln",2024-01-22 19:44:07,Max Mueller,Product B,Firma 4,Standort B
25,Paket an Transporteur übergeben,2024-01-22 19:48:07,Lukas Wagner,Product A,Firma 2,Standort E
25,Bestellstatus im System ändern,2024-01-22 20:02:07,Mia Fischer,Product B,Firma 5,Standort D
25,Unknown Task,2024-01-22 20:24:07,Felix Schroeder,Product B,Firma 2,Standort E
26,Unknown Task,2024-01-22 14:45:07,Lukas Wagner,Product A,Firma 1,Standort A
26,Ware verpacken,2024-01-22 15:02:07,Mia Fischer,Product B,Firma 4,Standort E
26,Unknown Task,2024-01-22 15:07:07,Lukas Wagner,Product B,Firma 1,Standort D
26,Gewicht ptüfen,2024-01-22 15:33:07,Mia Fischer,Product C,Firma 4,Standort C
26,Unknown Task,2024-01-22 15:41:07,Sophia Bauer,Product B,Firma 5,Standort A
26,Unknown Task,2024-01-22 16:11:07,Felix Schroeder,Product E,Firma 5,Standort B
26,Unknown Task,2024-01-22 16:15:07,Felix Schroeder,Product C,Firma 1,Standort D
26,Paket zur Warenausgabe bringen,2024-01-22 16:20:07,Niklas Weber,Product E,Firma 1,Standort D
26,Paket an Kunde übergeben,2024-01-22 16:44:07,Felix Schroeder,Product C,Firma 4,Standort D
26,Bestellstatus im System ändern,2024-01-22 17:11:07,Emma Hoffmann,Product D,Firma 1,Standort A
26,Unknown Task,2024-01-22 17:23:07,Leon Zimmermann,Product D,Firma 5,Standort C
27,Unknown Task,2024-01-22 14:45:07,Anna Schmidt,Product B,Firma 3,Standort B
28,Unknown Task,2024-01-22 14:45:07,Sophia Bauer,Product B,Firma 5,Standort E
28,Bestellung in System eintragen,2024-01-22 14:57:07,Sophia Bauer,Product E,Firma 1,Standort D
28,Lagerbestand überprüfen,2024-01-22 15:16:07,Mia Fischer,Product E,Firma 1,Standort D
28,Unknown Task,2024-01-22 15:44:07,Leon Zimmermann,Product E,Firma 2,Standort E
28,Auftragsabwicklung im System starten,2024-01-22 15:55:07,Emma Hoffmann,Product C,Firma 4,Standort E
28,Unknown Task,2024-01-22 16:03:07,Max Mueller,Product E,Firma 1,Standort B
28,Ware zusammenstellen,2024-01-22 16:20:07,Niklas Weber,Product C,Firma 3,Standort C
28,Unknown Task,2024-01-22 16:25:07,Niklas Weber,Product C,Firma 2,Standort A
28,Unknown Task,2024-01-22 16:32:07,Niklas Weber,Product C,Firma 1,Standort B
28,Ware verpacken,2024-01-22 16:57:07,Sophia Bauer,Product C,Firma 3,Standort B
28,Unknown Task,2024-01-22 17:20:07,Felix Schroeder,Product C,Firma 5,Standort E
28,Gewicht ptüfen,2024-01-22 17:42:07,Emma Hoffmann,Product D,Firma 2,Standort E
28,Unknown Task,2024-01-22 17:58:07,Julia Schneider,Product E,Firma 1,Standort D
28,Unknown Task,2024-01-22 18:07:07,Mia Fischer,Product D,Firma 2,Standort E
28,Unknown Task,2024-01-22 18:28:07,Sophia Bauer,Product C,Firma 2,Standort E
28,"Informationen an 
Transporteur übermitteln",2024-01-22 18:39:07,Leon Zimmermann,Product C,Firma 2,Standort E
28,Paket an Transporteur übergeben,2024-01-22 18:58:07,Julia Schneider,Product A,Firma 1,Standort C
28,Bestellstatus im System ändern,2024-01-22 19:15:07,Max Mueller,Product C,Firma 4,Standort C
28,Unknown Task,2024-01-22 19:22:07,Emma Hoffmann,Product D,Firma 5,Standort D
29,Lager informieren,2024-01-22 14:45:07,Felix Schroeder,Product A,Firma 5,Standort B
29,Unknown Task,2024-01-22 14:50:07,Lukas Wagner,Product A,Firma 3,Standort D
29,Ware zusammenstellen,2024-01-22 14:58:07,Mia Fischer,Product A,Firma 1,Standort C
29,Unknown Task,2024-01-22 15:21:07,Anna Schmidt,Product E,Firma 3,Standort C
29,Bescheinigung dazulegen,2024-01-22 15:25:07,Max Mueller,Product B,Firma 3,Standort A
29,Unknown Task,2024-01-22 15:42:07,Felix Schroeder,Product D,Firma 2,Standort A
29,Ware verpacken,2024-01-22 16:06:07,Sophia Bauer,Product E,Firma 1,Standort C
29,Unknown Task,2024-01-22 16:27:07,Felix Schroeder,Product C,Firma 4,Standort B
29,Gewicht ptüfen,2024-01-22 16:30:07,Max Mueller,Product D,Firma 2,Standort C
29,Unknown Task,2024-01-22 16:57:07,Julia Schneider,Product A,Firma 4,Standort D
